ts,vault_id1,count,min,25perc,50perc,75perc,max
2023-04-02 00:00:00,1117,9,125.0,5731.0,24109.0,29073.25,31437.0
2023-04-02 00:00:00,1093,9,454.0,7985.5,29215.0,39499.0,48534.0
2023-04-02 00:00:00,1120,9,174.0,5003.0,12614.0,29684.25,36036.0
2023-04-02 00:00:00,1095,8,425.0,8264.5,20138.0,36211.5,45074.0
2023-04-02 00:00:00,1097,8,8620.0,19404.5,25850.5,59261.0,75606.0
2023-04-02 00:00:00,1107,9,2489.0,12935.75,21459.0,36416.0,42897.0
2023-04-02 00:00:00,1102,8,5247.0,19018.0,24721.5,37957.5,65933.0
2023-04-02 00:00:00,1108,7,697.0,6632.0,15562.0,36497.25,41595.0
2023-04-02 00:00:00,1103,5,204.0,12054.75,25105.0,51765.0,70527.0
2023-04-02 00:00:00,1106,10,4089.0,8084.0,23354.5,42924.0,76527.0
2023-04-02 00:00:00,1101,8,5405.0,13149.5,14870.0,31843.5,45770.0
2023-04-02 00:00:00,1105,8,2873.0,10705.0,17081.0,35785.0,43260.0
2023-04-02 00:00:00,1119,7,2884.0,9712.5,16932.0,22293.5,36346.0
2023-04-02 00:00:00,1104,9,127.0,14388.25,22079.0,32729.0,45060.0
2023-04-02 00:00:00,1111,7,779.0,966.25,19112.0,39307.25,39428.0
2023-04-02 00:00:00,1115,10,2650.0,16753.0,20580.5,26482.0,38091.0
2023-04-02 00:00:00,1091,12,0.0,11276.0,30268.5,49167.0,69780.0
2023-04-02 00:00:00,1118,12,143.0,7881.0,28821.0,33293.0,37533.0
2023-04-02 00:00:00,1094,11,550.0,3582.75,19387.0,28552.0,44640.0
2023-04-03 00:00:00,1093,10,63.0,13975.0,30399.0,48529.0,67739.0
2023-04-03 00:00:00,1115,9,4281.0,10155.25,21079.0,30654.75,38057.0
2023-04-03 00:00:00,1101,8,1937.0,14916.5,19294.5,38573.5,45795.0
2023-04-03 00:00:00,1113,9,1155.0,5454.75,17561.0,38482.0,68037.0
2023-04-03 00:00:00,1098,8,8442.0,13738.5,20927.5,27402.0,47577.0
2023-04-03 00:00:00,1091,12,47.0,11160.5,25894.5,52213.0,69811.0
2023-04-03 00:00:00,1103,6,3522.0,12015.0,18359.5,45562.0,70558.0
2023-04-03 00:00:00,1108,8,96.0,8262.5,23248.0,40197.0,41616.0
2023-04-03 00:00:00,1118,9,1269.0,21632.0,28426.0,32523.25,37561.0
2023-04-03 00:00:00,1096,9,3401.0,20657.0,26423.0,48741.5,69740.0
2023-04-03 00:00:00,1120,9,226.0,9838.0,23015.0,29714.0,36056.0
2023-04-03 00:00:00,1112,5,190.0,388.0,21650.0,42097.75,51055.0
2023-04-03 00:00:00,1119,6,2898.0,4639.0,15605.0,20417.0,36932.0
2023-04-03 00:00:00,1104,6,143.0,5465.0,19539.5,26173.0,45083.0
2023-04-03 00:00:00,1116,9,5459.0,9852.25,29500.0,45544.5,85236.0
2023-04-03 00:00:00,1099,11,6099.0,15585.0,22076.0,46082.25,76052.0
2023-04-03 00:00:00,1090,17,521.0,8820.25,30085.0,49456.0,68635.0
2023-04-03 00:00:00,1095,7,4042.0,20724.0,36724.0,44941.25,45463.0
2023-04-03 00:00:00,1100,10,7954.0,18021.0,23255.0,42004.0,68514.0
2023-04-03 00:00:00,1102,8,17625.0,22597.5,30366.5,45385.5,65965.0
2023-04-03 00:00:00,1107,9,4824.0,12955.75,22321.0,35732.25,42935.0
2023-04-03 00:00:00,1097,11,8652.0,18120.25,23665.0,45746.25,77852.0
2023-04-03 00:00:00,1117,5,6217.0,14290.0,17865.0,30562.25,37673.0
2023-04-03 00:00:00,1114,8,1707.0,10816.0,24336.0,34575.0,38831.0
2023-04-03 00:00:00,1106,11,4105.0,10832.25,21444.0,29251.25,73780.0
2023-04-03 00:00:00,1094,7,8254.0,20223.5,24211.0,40678.0,44667.0
2023-04-03 00:00:00,1110,8,16953.0,18370.0,27885.0,40716.5,69807.0
2023-04-03 00:00:00,1105,8,142.0,9648.5,22991.5,36356.0,43296.0
2023-04-03 00:00:00,1111,8,618.0,1020.5,5865.5,29290.0,39457.0
2023-04-03 00:00:00,1092,16,424.0,8937.5,24144.0,48913.5,60049.0
2023-04-03 00:00:00,1109,9,143.0,14343.25,27338.0,56824.75,83462.0
2023-04-04 00:00:00,1104,8,4948.0,13112.5,20913.0,36880.5,45110.0
2023-04-04 00:00:00,1115,10,9264.0,11909.0,23978.0,36795.0,38084.0
2023-04-04 00:00:00,1102,9,5309.0,16198.5,25364.0,45209.5,71165.0
2023-04-04 00:00:00,1092,17,78.0,5863.0,24864.0,48929.25,60081.0
2023-04-04 00:00:00,1109,10,158.0,11977.0,25328.0,58796.0,84454.0
2023-04-04 00:00:00,1120,9,174.0,4662.75,17210.0,32547.0,36069.0
2023-04-04 00:00:00,1093,8,301.0,13201.0,32027.0,43623.0,48581.0
2023-04-04 00:00:00,1106,9,3222.0,7495.25,22125.0,48064.75,76574.0
2023-04-04 00:00:00,1090,14,237.0,8367.0,29251.5,49514.0,76641.0
2023-04-04 00:00:00,1100,10,7970.0,19062.0,22133.5,45975.0,68078.0
2023-04-04 00:00:00,1118,11,31.0,6670.75,21980.0,33531.5,37590.0
2023-04-04 00:00:00,1113,10,205.0,7998.0,22288.5,38518.0,68458.0
2023-04-04 00:00:00,1110,8,12267.0,16675.5,23599.5,34953.5,63290.0
2023-04-04 00:00:00,1095,10,444.0,17449.0,28742.0,44449.0,45521.0
2023-04-04 00:00:00,1094,9,1314.0,6723.25,19693.0,27606.0,44682.0
2023-04-04 00:00:00,1108,9,744.0,9889.25,18966.0,31733.25,41645.0
2023-04-04 00:00:00,1111,7,1126.0,1484.5,2648.0,34381.25,39481.0
2023-04-04 00:00:00,1101,9,5452.0,13642.5,17707.0,33971.25,45811.0
2023-04-04 00:00:00,1117,8,126.0,5291.0,19033.5,30285.5,37697.0
2023-04-04 00:00:00,1112,7,221.0,7992.75,25105.0,36404.75,51071.0
2023-04-04 00:00:00,1119,7,4670.0,9862.0,17439.0,19736.75,36912.0
2023-04-04 00:00:00,1107,8,630.0,10849.5,17950.0,36257.0,42964.0
2023-04-04 00:00:00,1097,9,8667.0,20629.25,23681.0,41458.25,75654.0
2023-04-04 00:00:00,1091,15,63.0,12670.0,17813.0,44716.0,77606.0
2023-04-04 00:00:00,1103,5,251.0,10890.5,21822.0,51831.5,70574.0
2023-04-04 00:00:00,1114,8,1723.0,10344.0,25915.5,34583.5,38853.0
2023-04-04 00:00:00,1116,6,5490.0,8999.0,27399.0,37630.0,45908.0
2023-04-04 00:00:00,1105,8,174.0,8419.0,19744.5,27134.5,43291.0
2023-04-04 00:00:00,1098,10,7571.0,15535.0,23448.5,47584.0,70387.0
2023-04-04 00:00:00,1099,10,6115.0,16616.0,29320.0,47429.0,69181.0
2023-04-04 00:00:00,1096,9,8760.0,17971.75,37869.0,49080.5,69754.0
2023-04-05 00:00:00,1114,10,3666.0,4606.0,19484.5,38277.0,81610.0
2023-04-05 00:00:00,1109,10,190.0,11993.0,24598.0,67338.0,84612.0
2023-04-05 00:00:00,1113,10,220.0,9962.0,21892.5,38540.0,68489.0
2023-04-05 00:00:00,1106,10,4152.0,7909.0,23042.5,42987.0,76861.0
2023-04-05 00:00:00,1117,8,4889.0,9024.5,17836.0,29865.5,37721.0
2023-04-05 00:00:00,1100,10,8001.0,14626.0,23049.5,37269.0,69211.0
2023-04-05 00:00:00,1090,12,79.0,10613.0,24961.0,48588.5,68524.0
2023-04-05 00:00:00,1105,7,190.0,6349.0,28196.0,39889.0,43336.0
2023-04-05 00:00:00,1120,8,187.0,9727.0,20104.5,31863.5,36094.0
2023-04-05 00:00:00,1118,9,47.0,9206.0,25656.0,33012.5,37616.0
2023-04-05 00:00:00,1101,8,5483.0,13126.5,18124.5,33001.0,45849.0
2023-04-05 00:00:00,1097,12,8699.0,20020.0,27273.0,43645.0,75454.0
2023-04-05 00:00:00,1119,6,3262.0,4686.0,16376.5,24612.0,36886.0
2023-04-05 00:00:00,1091,12,205.0,4981.5,18986.5,51205.5,69858.0
2023-04-05 00:00:00,1098,10,4948.0,14889.0,20486.0,31048.0,70419.0
2023-04-05 00:00:00,1096,10,3448.0,19770.0,37258.0,47468.0,69775.0
2023-04-05 00:00:00,1107,9,2552.0,13014.75,18491.0,35780.25,42979.0
2023-04-05 00:00:00,1099,10,17730.0,22461.0,31276.5,47450.0,69196.0
2023-04-05 00:00:00,1115,8,9296.0,19969.0,23405.0,32501.0,38140.0
2023-04-05 00:00:00,1112,8,237.0,10946.5,26669.0,29732.5,39160.0
2023-04-05 00:00:00,1102,8,5325.0,18512.5,25283.0,37641.5,45820.0
2023-04-05 00:00:00,1116,7,3452.0,6292.5,17051.0,36074.0,60542.0
2023-04-05 00:00:00,1108,8,143.0,6143.0,16579.5,31716.0,41663.0
2023-04-05 00:00:00,1093,10,300.0,3961.0,20480.5,37043.0,48600.0
2023-04-05 00:00:00,1092,17,221.0,8635.0,17797.0,48959.0,60097.0
2023-04-05 00:00:00,1110,7,16794.0,17434.5,25366.0,37637.75,41030.0
2023-04-05 00:00:00,1103,4,18146.0,18899.0,32630.5,58107.5,70606.0
2023-04-05 00:00:00,1095,10,503.0,19809.0,28531.5,33221.0,45510.0
2023-04-05 00:00:00,1094,10,1330.0,8301.0,20237.5,28776.0,44719.0
2023-04-05 00:00:00,1111,8,1129.0,1204.5,5328.5,29344.0,39499.0
2023-04-05 00:00:00,1104,8,206.0,10201.5,18092.5,24197.0,45131.0
2023-04-06 00:00:00,1091,13,111.0,9307.0,23132.0,50780.75,77669.0
2023-04-06 00:00:00,1104,7,4774.0,8095.25,21244.0,40427.5,45158.0
2023-04-06 00:00:00,1107,8,4904.0,12301.5,26830.5,37038.0,43006.0
2023-04-06 00:00:00,1094,8,8316.0,18329.0,23151.0,34928.5,44735.0
2023-04-06 00:00:00,1108,6,776.0,15875.0,22399.5,41671.0,41681.0
2023-04-06 00:00:00,1102,7,5357.0,16050.75,24241.0,41951.5,66044.0
2023-04-06 00:00:00,1101,6,482.0,12252.0,17830.0,19531.0,31760.0
2023-04-06 00:00:00,1093,11,332.0,6830.0,29310.0,45190.75,67817.0
2023-04-06 00:00:00,1117,10,141.0,6245.0,19717.5,28057.0,37749.0
2023-04-06 00:00:00,1111,8,873.0,1373.0,11616.5,39505.5,39527.0
2023-04-06 00:00:00,1120,8,218.0,7574.0,20127.5,30007.5,36111.0
2023-04-06 00:00:00,1095,10,4002.0,16402.0,28563.0,44498.0,45542.0
2023-04-06 00:00:00,1100,9,8017.0,13915.0,18789.0,28062.5,68593.0
2023-04-06 00:00:00,1105,8,1966.0,8466.5,17784.0,35662.0,43357.0
2023-04-06 00:00:00,1097,10,8715.0,18957.0,31963.0,47979.0,76793.0
2023-04-06 00:00:00,1119,6,1334.0,2963.0,15274.5,21038.0,36915.0
2023-04-06 00:00:00,1106,10,32.0,15416.0,25040.5,43019.0,76893.0
2023-04-06 00:00:00,1098,9,7618.0,14195.25,23142.0,34330.0,64179.0
2023-04-06 00:00:00,1109,8,206.0,10602.0,32031.0,62684.5,84627.0
2023-04-06 00:00:00,1110,10,3041.0,17257.0,27242.0,41045.0,68215.0
2023-04-06 00:00:00,1103,5,298.0,10258.75,18169.0,51871.25,70622.0
2023-04-06 00:00:00,1112,5,4930.0,13986.25,28234.0,31764.0,39180.0
2023-04-06 00:00:00,1113,9,0.0,14831.25,28026.0,38569.5,68505.0
2023-04-06 00:00:00,1092,16,112.0,7895.5,19391.5,48975.5,60128.0
2023-04-06 00:00:00,1114,7,3183.0,8124.75,21354.0,38800.0,81642.0
2023-04-06 00:00:00,1090,18,584.0,9048.0,24878.5,45742.0,68698.0
2023-04-06 00:00:00,1118,7,237.0,7321.0,28045.0,35947.75,37631.0
2023-04-06 00:00:00,1099,8,14803.0,21047.0,26630.0,44216.0,69212.0
2023-04-06 00:00:00,1115,9,4346.0,14648.25,22507.0,30731.0,38132.0
2023-04-06 00:00:00,1116,8,3484.0,7079.5,22926.5,37037.0,60542.0
2023-04-06 00:00:00,1096,9,3464.0,17018.75,26485.0,48808.5,69807.0
2023-04-07 00:00:00,1092,18,141.0,9231.0,30307.0,49000.0,60144.0
2023-04-07 00:00:00,1104,5,5013.0,14112.0,20434.0,33219.25,45184.0
2023-04-07 00:00:00,1112,6,284.0,4961.0,24994.5,29323.0,39207.0
2023-04-07 00:00:00,1102,8,3273.0,21351.0,27863.5,55956.5,71227.0
2023-04-07 00:00:00,1098,10,8552.0,15000.0,24495.0,47647.0,70450.0
2023-04-07 00:00:00,1093,10,348.0,9342.0,32089.5,48630.0,67849.0
2023-04-07 00:00:00,1108,9,190.0,8889.25,16204.0,31799.0,41713.0
2023-04-07 00:00:00,1105,9,1997.0,11231.5,24006.0,32037.25,68691.0
2023-04-07 00:00:00,1119,6,2149.0,4733.0,12604.5,23741.0,36876.0
2023-04-07 00:00:00,1110,8,3073.0,16945.0,23961.0,39865.0,63368.0
2023-04-07 00:00:00,1107,9,4919.0,12913.5,22834.0,35830.25,43022.0
2023-04-07 00:00:00,1120,9,4764.0,11772.75,17273.0,29803.75,36159.0
2023-04-07 00:00:00,1097,11,8746.0,19393.0,23760.0,45833.75,76825.0
2023-04-07 00:00:00,1096,8,8823.0,20934.5,36293.5,50167.0,69916.0
2023-04-07 00:00:00,1111,8,998.0,1245.5,10735.0,39523.0,39541.0
2023-04-07 00:00:00,1116,10,5121.0,9080.0,21665.5,37709.0,85331.0
2023-04-07 00:00:00,1106,10,48.0,8210.0,21530.0,43023.0,75863.0
2023-04-07 00:00:00,1114,8,2155.0,13310.5,20623.0,33741.0,81657.0
2023-04-07 00:00:00,1117,8,4463.0,11666.5,22671.0,29831.0,37776.0
2023-04-07 00:00:00,1091,15,268.0,12752.75,24426.0,49294.25,77685.0
2023-04-07 00:00:00,1113,9,648.0,5312.0,17673.0,38594.0,68132.0
2023-04-07 00:00:00,1101,7,514.0,13603.0,19649.0,29960.5,45886.0
2023-04-07 00:00:00,1103,6,329.0,12110.0,18192.5,45661.0,70654.0
2023-04-07 00:00:00,1094,8,8347.0,16149.0,27740.0,36529.5,44767.0
2023-04-07 00:00:00,1095,9,551.0,23197.5,27745.0,44705.75,45558.0
2023-04-07 00:00:00,1118,11,380.0,5318.5,25275.0,30333.75,37652.0
2023-04-07 00:00:00,1090,18,316.0,8445.0,25990.5,49597.0,69755.0
2023-04-07 00:00:00,1100,8,8048.0,15769.0,22695.5,35680.5,72014.0
2023-04-07 00:00:00,1099,8,6193.0,18105.5,26249.0,44864.5,76147.0
2023-04-07 00:00:00,1115,10,6508.0,14927.0,22883.5,36874.0,38164.0
2023-04-07 00:00:00,1109,9,237.0,9101.25,20973.0,58099.0,84659.0
2023-04-08 00:00:00,1097,11,8762.0,18688.5,23775.0,44671.25,75517.0
2023-04-08 00:00:00,1106,11,3302.0,11137.25,24008.0,39354.25,75894.0
2023-04-08 00:00:00,1101,9,5546.0,13736.75,20393.0,34077.5,45893.0
2023-04-08 00:00:00,1100,8,8064.0,15628.5,19408.5,29728.0,68174.0
2023-04-08 00:00:00,1102,8,19228.0,22400.0,30477.5,55991.5,71258.0
2023-04-08 00:00:00,1119,6,3341.0,8412.0,16463.0,23749.0,36951.0
2023-04-08 00:00:00,1114,7,1833.0,3910.75,13013.0,19930.5,38950.0
2023-04-08 00:00:00,1103,6,345.0,12126.0,20153.0,45671.0,70669.0
2023-04-08 00:00:00,1113,10,1266.0,5214.0,22334.0,38622.0,68552.0
2023-04-08 00:00:00,1092,15,887.0,12813.75,28587.0,49027.0,60176.0
2023-04-08 00:00:00,1094,10,692.0,8363.0,23970.5,26855.0,44788.0
2023-04-08 00:00:00,1117,8,47.0,6028.0,21115.0,30032.0,34798.0
2023-04-08 00:00:00,1095,8,4050.0,10859.0,23766.5,36790.5,45222.0
2023-04-08 00:00:00,1116,8,3531.0,7157.5,13555.5,34459.0,49832.0
2023-04-08 00:00:00,1107,9,724.0,13231.25,23594.0,37018.0,43052.0
2023-04-08 00:00:00,1091,11,143.0,6551.5,21129.0,49312.0,69936.0
2023-04-08 00:00:00,1110,9,3104.0,17626.75,25429.0,40698.75,68263.0
2023-04-08 00:00:00,1105,8,2013.0,9759.0,22647.0,36538.0,68707.0
2023-04-08 00:00:00,1104,8,4821.0,13207.0,21409.0,37226.0,45193.0
2023-04-08 00:00:00,1111,8,922.0,2004.5,11671.5,39551.5,39575.0
2023-04-08 00:00:00,1093,10,380.0,3998.0,22397.0,38684.0,48670.0
2023-04-08 00:00:00,1120,8,317.0,7620.5,20175.0,30064.0,36166.0
2023-04-08 00:00:00,1118,9,285.0,3063.75,28092.0,33078.25,37683.0
2023-04-08 00:00:00,1090,17,285.0,8936.5,30211.0,49580.75,74500.0
2023-04-08 00:00:00,1112,6,4977.0,19039.0,26740.5,29339.0,39227.0
2023-04-08 00:00:00,1108,8,839.0,8379.0,18494.0,31780.5,41735.0
2023-04-08 00:00:00,1098,10,4976.0,18653.0,22762.5,47695.0,70482.0
2023-04-08 00:00:00,1115,9,3924.0,9733.25,21204.0,37211.5,38234.0
2023-04-08 00:00:00,1109,8,253.0,7746.0,29135.5,61496.5,84549.0
2023-04-08 00:00:00,1099,10,6208.0,17836.0,27476.0,47529.0,76178.0
2023-04-08 00:00:00,1096,9,10889.0,19057.0,37964.0,49004.0,69852.0
2023-04-09 00:00:00,1098,7,12100.0,17336.25,24950.0,42780.25,70513.0
2023-04-09 00:00:00,1104,8,4837.0,10742.5,21604.0,37249.5,45221.0
2023-04-09 00:00:00,1114,7,3761.0,4504.25,17099.0,34830.25,38964.0
2023-04-09 00:00:00,1108,7,886.0,8804.0,22444.0,41045.0,41758.0
2023-04-09 00:00:00,1105,9,2137.0,6542.25,24053.0,43420.5,68739.0
2023-04-09 00:00:00,1097,11,14171.0,22175.0,29252.0,45854.0,76522.0
2023-04-09 00:00:00,1103,5,376.0,9211.75,19356.0,29462.75,45707.0
2023-04-09 00:00:00,1099,11,6224.0,18326.5,23930.0,39508.5,69291.0
2023-04-09 00:00:00,1095,10,4081.0,19905.0,26387.5,33316.0,45632.0
2023-04-09 00:00:00,1092,15,221.0,6568.0,17891.0,48419.25,60207.0
2023-04-09 00:00:00,1120,8,2079.0,7900.0,18047.5,30902.5,36199.0
2023-04-09 00:00:00,1101,8,5577.0,14089.0,24356.5,38715.5,45925.0
2023-04-09 00:00:00,1113,9,339.0,3175.25,28108.0,39729.5,68179.0
2023-04-09 00:00:00,1106,11,3334.0,10069.0,20789.0,39656.0,75926.0
2023-04-09 00:00:00,1100,10,11797.0,17877.0,25080.5,46086.0,54954.0
2023-04-09 00:00:00,1110,9,16508.0,18052.5,26051.0,47916.5,69950.0
2023-04-09 00:00:00,1107,9,2662.0,13109.75,19409.0,37062.0,43073.0
2023-04-09 00:00:00,1109,9,285.0,10182.5,27480.0,61658.0,84706.0
2023-04-09 00:00:00,1116,8,3547.0,7039.5,10073.0,34474.5,60542.0
2023-04-09 00:00:00,1094,7,724.0,18073.75,22774.0,38819.0,44783.0
2023-04-09 00:00:00,1102,8,5419.0,16042.5,35195.5,56011.5,71289.0
2023-04-09 00:00:00,1093,7,203.0,1598.75,23331.0,46325.75,48692.0
2023-04-09 00:00:00,1117,8,142.0,5398.5,24906.0,29863.0,37824.0
2023-04-09 00:00:00,1090,15,347.0,16815.25,31225.0,49641.75,76179.0
2023-04-09 00:00:00,1091,12,349.0,6581.0,22223.0,49331.0,77733.0
2023-04-09 00:00:00,1119,6,3041.0,14153.0,17091.0,23078.0,36505.0
2023-04-09 00:00:00,1112,7,332.0,4717.5,25231.0,37010.0,51198.0
2023-04-09 00:00:00,1115,8,8883.0,14386.5,23967.0,32595.5,38250.0
2023-04-09 00:00:00,1111,8,1223.0,1444.0,11690.0,39573.0,39576.0
2023-04-09 00:00:00,1096,9,3543.0,16290.25,28039.0,48886.25,69868.0
2023-04-09 00:00:00,1118,11,63.0,10108.0,25322.0,33656.75,37700.0
2023-04-10 00:00:00,1115,10,2838.0,11561.0,21532.0,36938.0,38250.0
2023-04-10 00:00:00,1094,10,740.0,2225.0,22811.0,28749.0,44835.0
2023-04-10 00:00:00,1092,16,220.0,7989.5,30378.0,49077.5,56289.0
2023-04-10 00:00:00,1102,9,5451.0,20587.75,30348.0,50995.75,71305.0
2023-04-10 00:00:00,1113,10,3526.0,12695.0,23775.5,38634.0,68615.0
2023-04-10 00:00:00,1105,8,2061.0,3985.5,19320.0,35886.0,43451.0
2023-04-10 00:00:00,1117,7,5015.0,7740.75,22690.0,31027.5,37848.0
2023-04-10 00:00:00,1099,10,6255.0,18323.0,29899.5,47572.0,76241.0
2023-04-10 00:00:00,1093,10,411.0,4020.0,30479.0,48707.0,67911.0
2023-04-10 00:00:00,1095,8,79.0,20398.0,26428.5,38302.0,45380.0
2023-04-10 00:00:00,1116,10,3579.0,8778.0,22875.0,37772.0,85394.0
2023-04-10 00:00:00,1114,9,1880.0,8819.25,18679.0,32899.5,38995.0
2023-04-10 00:00:00,1110,9,3152.0,16003.75,25476.0,46712.75,68310.0
2023-04-10 00:00:00,1090,14,47.0,5944.0,18239.0,49661.0,68793.0
2023-04-10 00:00:00,1098,10,8615.0,16976.0,24479.5,47742.0,70529.0
2023-04-10 00:00:00,1104,8,4905.0,10508.5,18680.5,37025.0,45250.0
2023-04-10 00:00:00,1120,10,807.0,10778.0,15353.0,27769.0,36211.0
2023-04-10 00:00:00,1109,5,2090.0,16709.0,41406.0,72467.75,84596.0
2023-04-10 00:00:00,1112,8,363.0,13246.5,26795.5,34811.0,51214.0
2023-04-10 00:00:00,1100,10,11829.0,18411.0,24661.5,42179.0,69322.0
2023-04-10 00:00:00,1107,8,4999.0,16431.0,23846.0,36371.5,43106.0
2023-04-10 00:00:00,1101,8,5593.0,15854.0,22468.0,38747.0,45969.0
2023-04-10 00:00:00,1119,6,3367.0,4796.0,16339.0,22318.0,36955.0
2023-04-10 00:00:00,1103,5,3694.0,10065.25,19393.0,30401.25,45720.0
2023-04-10 00:00:00,1096,8,5582.0,21391.5,37661.0,50312.5,69896.0
2023-04-10 00:00:00,1106,11,317.0,10514.0,24055.0,39679.25,75942.0
2023-04-10 00:00:00,1111,8,970.0,1463.0,6744.0,29446.5,39622.0
2023-04-10 00:00:00,1097,9,8810.0,18870.25,29283.0,41605.0,76888.0
2023-04-10 00:00:00,1118,10,1347.0,3668.0,28337.0,36721.0,37726.0
2023-04-10 00:00:00,1091,12,346.0,5092.0,29514.0,49355.0,77765.0
2023-04-10 00:00:00,1108,7,902.0,6822.0,15602.0,37096.5,41781.0
2023-04-11 00:00:00,1113,7,742.0,3094.0,38178.0,38683.0,68227.0
2023-04-11 00:00:00,1112,6,648.0,16914.0,26811.5,30331.0,39300.0
2023-04-11 00:00:00,1099,12,6286.0,16643.5,24417.0,44958.0,69338.0
2023-04-11 00:00:00,1105,7,5849.0,9874.75,16583.0,39736.25,43480.0
2023-04-11 00:00:00,1102,8,5466.0,16576.5,26871.0,38320.5,45932.0
2023-04-11 00:00:00,1114,9,2249.0,15590.0,18963.0,38581.25,81752.0
2023-04-11 00:00:00,1103,6,423.0,12204.0,17251.0,45750.0,70749.0
2023-04-11 00:00:00,1118,11,1363.0,6841.25,29517.0,34456.75,37755.0
2023-04-11 00:00:00,1106,11,47.0,6616.0,22903.0,39700.5,77004.0
2023-04-11 00:00:00,1092,18,238.0,7128.0,22367.0,49090.0,60239.0
2023-04-11 00:00:00,1107,7,787.0,9162.5,24454.0,35395.75,43133.0
2023-04-11 00:00:00,1108,9,934.0,15654.25,21919.0,39683.0,41808.0
2023-04-11 00:00:00,1091,14,31.0,11128.0,23606.5,55434.0,77781.0
2023-04-11 00:00:00,1090,15,712.0,8698.0,23618.0,49693.5,56061.0
2023-04-11 00:00:00,1109,9,2121.0,15769.75,27528.0,59199.5,84754.0
2023-04-11 00:00:00,1116,7,5647.0,9031.5,10394.0,32618.5,60542.0
2023-04-11 00:00:00,1115,10,8931.0,18735.0,24022.0,36969.0,38262.0
