ts,vault_id,count,mean_s194,stddev_s194
2023-04-04 00:00:00,1019,1658,28.22858866103742,5.569789019962615
2023-04-04 00:00:00,1020,1658,26.288902291917992,5.338093469042229
2023-04-04 00:00:00,1007,1674,26.679211469534042,4.907801257730337
2023-04-04 00:00:00,1000,1656,22.219202898550733,2.3854327984977255
2023-04-04 00:00:00,1009,1652,27.493946731234836,3.225892696145617
2023-04-07 00:00:00,1001,1651,18.15808600847969,1.8247024750065504
2023-04-07 00:00:00,1020,1596,26.15914786967418,5.615226525136014
2023-04-07 00:00:00,1018,1598,28.02503128911136,4.13614568861427
2023-04-07 00:00:00,1005,1683,21.068924539512768,2.629522857824128
2023-04-07 00:00:00,1009,1653,27.33877797943132,3.103957905657854
2023-04-07 00:00:00,1006,1640,22.85731707317071,3.7258567686967217
2023-04-07 00:00:00,1007,1643,25.72550213024955,4.564279133418592
2023-04-07 00:00:00,1002,1676,22.6079952267303,2.524087287555856
2023-04-07 00:00:00,1008,1632,29.669730392156893,3.945752994818674
2023-04-07 00:00:00,1015,1659,26.401446654611156,4.017050250987154
2023-04-07 00:00:00,1012,1707,30.534270650263633,6.353532639634986
2023-04-07 00:00:00,1000,1661,22.016255267910868,2.40363192907352
2023-04-07 00:00:00,1016,1656,27.20048309178744,5.207213194491485
2023-04-07 00:00:00,1010,1638,21.9181929181929,2.7456900029993325
2023-04-07 00:00:00,1017,1638,28.451159951159987,5.649808641760455
2023-04-07 00:00:00,1014,1672,26.478468899521545,5.941124710430256
2023-04-07 00:00:00,1004,1643,19.61351186853317,2.7360074796045843
2023-04-07 00:00:00,1003,1688,18.239336492891017,2.2516947522223227
2023-04-07 00:00:00,1013,1646,26.869380315917365,4.508884627976479
2023-04-07 00:00:00,1011,1638,26.33577533577535,6.908394562698185
2023-04-07 00:00:00,1019,1663,27.844858689116055,5.268139457763551
2023-04-10 00:00:00,1002,1687,22.52637818612925,2.6149238823092333
2023-04-10 00:00:00,1012,1690,30.444378698224856,6.301637912282889
2023-04-10 00:00:00,1004,1677,19.772212283840194,2.7530613349249147
2023-04-10 00:00:00,1011,1649,26.29714978775016,6.713195083608398
2023-04-10 00:00:00,1016,1675,27.41850746268657,5.364471504379558
2023-04-10 00:00:00,1013,1622,26.95437731196054,4.711322542489942
2023-04-10 00:00:00,1019,1632,27.827818627450966,5.1770976717726755
2023-04-10 00:00:00,1018,1704,27.954225352112704,4.147630157493533
2023-04-10 00:00:00,1015,1667,26.269346130773847,4.001805083951679
2023-04-10 00:00:00,1010,1696,22.110849056603758,2.793920958603762
2023-04-10 00:00:00,1009,1603,27.0524017467249,2.9708948379443325
2023-04-10 00:00:00,1000,1643,22.02373706634206,2.418976219963369
2023-04-10 00:00:00,1007,1649,25.761673741661614,4.518257043534826
2023-04-10 00:00:00,1020,1658,26.084439083232816,5.570645676930483
2023-04-10 00:00:00,1017,1682,28.227110582639693,5.379209750107567
2023-04-10 00:00:00,1008,1660,29.177108433734965,3.995471375601398
2023-04-10 00:00:00,1001,1672,18.224282296650724,1.8097571408590911
2023-04-10 00:00:00,1003,1653,18.289776164549277,2.2477049388743726
2023-04-10 00:00:00,1005,1669,21.265428400239713,2.740080782943934
2023-04-10 00:00:00,1014,1673,26.421398684996966,5.862250184793646
2023-04-10 00:00:00,1006,1672,22.791866028708146,3.690572959851502
2023-04-13 00:00:00,1001,1125,18.21066666666664,1.8384660169210811
2023-04-13 00:00:00,1013,1105,27.153846153846136,5.138291015468395
2023-04-13 00:00:00,1006,1091,22.897341888175962,3.822975244093297
2023-04-13 00:00:00,1003,1073,18.321528424976712,2.329658047216758
2023-04-13 00:00:00,1011,1117,26.235452103849603,6.868913147549114
2023-04-13 00:00:00,1005,1080,21.167592592592587,2.72880928802954
2023-04-13 00:00:00,1017,1042,28.289827255278297,5.58236486379493
2023-04-13 00:00:00,1008,1136,29.114436619718305,3.9844547313417364
2023-04-13 00:00:00,1015,1088,26.220588235294105,4.058117221696738
2023-04-13 00:00:00,1004,1099,19.781619654231132,2.7694647640381795
2023-04-13 00:00:00,1000,1107,22.061427280939466,2.4568285001788883
2023-04-13 00:00:00,1009,1107,27.148148148148184,2.916515251961143
2023-04-13 00:00:00,1018,1111,27.80828082808284,4.137519365664012
2023-04-13 00:00:00,1012,1057,30.790917691579935,6.390451625590669
2023-04-13 00:00:00,1019,1066,28.249530956848027,5.594399006977917
2023-04-13 00:00:00,1020,1677,25.969588550983904,5.381254978243574
2023-04-13 00:00:00,1002,1639,22.518608907870632,2.605196088498881
2023-04-13 00:00:00,1014,1657,26.721182860591398,6.014735653111243
2023-04-13 00:00:00,1010,1661,22.011438892233606,2.76540402732874
2023-04-13 00:00:00,1016,1691,27.490242460082754,5.356663107319734
2023-04-13 00:00:00,1007,1696,25.66096698113207,4.567168717799268
2023-04-16 00:00:00,1017,1084,28.476937269372694,5.619713966996317
2023-04-16 00:00:00,1002,1689,22.493191237418564,2.6131017526468785
2023-04-16 00:00:00,1014,1662,26.332129963898876,5.683434119922695
2023-04-16 00:00:00,1013,1096,27.473540145985424,5.718609584835718
2023-04-16 00:00:00,1003,1087,18.354185832566696,2.413253471010118
2023-04-16 00:00:00,1006,1100,22.817272727272716,3.8464939565956957
2023-04-16 00:00:00,1011,1100,25.829999999999988,6.552872384513235
2023-04-16 00:00:00,1009,1080,26.77314814814814,2.819142380106181
2023-04-16 00:00:00,1001,1042,18.127639155470234,1.8072391499661766
2023-04-16 00:00:00,1010,1663,21.885147324113035,2.777884894647272
2023-04-16 00:00:00,1020,1616,25.94245049504951,5.42849082426476
2023-04-16 00:00:00,1018,1136,28.002640845070424,4.26862254061449
2023-04-16 00:00:00,1004,1108,19.69043321299638,2.751170990247066
2023-04-16 00:00:00,1007,1603,25.70867124142232,4.647831805581387
2023-04-16 00:00:00,1012,1119,30.831099195710493,6.216364069396354
2023-04-16 00:00:00,1019,1071,27.943043884220355,5.323684136214742
2023-04-16 00:00:00,1016,1682,27.218192627823992,5.285592829188774
2023-04-16 00:00:00,1005,1103,21.11060743427017,2.762614344320209
2023-04-16 00:00:00,1008,1125,29.215999999999998,4.044515639921027
2023-04-16 00:00:00,1015,1116,26.2652329749104,3.9821902889293868
2023-04-16 00:00:00,1000,1104,21.963768115942038,2.479389332851962
2023-04-19 00:00:00,1010,1671,21.979652902453612,2.728350623537988
2023-04-19 00:00:00,1009,1639,26.88956680902994,2.825729031935967
2023-04-19 00:00:00,1015,1707,26.25131810193319,4.062898246997775
2023-04-19 00:00:00,1003,1679,18.483025610482404,2.349050251858422
2023-04-19 00:00:00,1019,1680,27.87142857142855,5.2376647435958
2023-04-19 00:00:00,1002,1637,22.71105681124011,2.598938314328554
2023-04-19 00:00:00,1014,1670,26.524550898203636,6.117703754594823
2023-04-19 00:00:00,1001,1627,18.280270436386008,1.792116925775399
2023-04-19 00:00:00,1012,1658,30.65078407720146,6.447916019161751
2023-04-19 00:00:00,1013,1619,27.185917232859765,5.5955040508217095
2023-04-19 00:00:00,1018,1662,27.87424789410352,4.215929612602086
2023-04-19 00:00:00,1008,1650,29.20242424242428,4.066785570634368
2023-04-19 00:00:00,1017,1608,28.27363184079607,5.4138959001539435
2023-04-19 00:00:00,1011,1665,25.829429429429435,6.482481846345267
2023-04-19 00:00:00,1016,1659,27.367691380349626,5.4676209014585835
2023-04-19 00:00:00,1000,1646,22.109356014580822,2.3623588126063217
2023-04-19 00:00:00,1020,1667,25.799640071985564,5.244964416573136
2023-04-19 00:00:00,1005,1659,21.297166968053048,2.8992425162659567
2023-04-19 00:00:00,1007,1621,25.918568784700767,4.674679039591687
2023-04-19 00:00:00,1004,1682,19.866230677764566,2.781653788740549
2023-04-19 00:00:00,1006,1709,22.963136337039202,3.8939902646321594
